PublicationID	PublicationYear
40060794	2025
39211619	2024
40407691	2025
37584689	2023
40290909	2025
40060358	2025
33305695	2022
39590779	2024
39651108	2024
39873271	2025
16884311	2006
37227385	2023
40130680	2025
40745162	2025
IND607290639	2021
38851889	2024
34808763	2022
36302035	2022
36079888	2022
39331656	2024
38578086	2024
35866751	2022
35216066	2022
41208336	2025
39211616	2024
39256555	2024
18335973	2008
34611772	2021
15816062	2005
35955898	2022
38577360	2024
39220880	2024
36835132	2023
37469515	2023
40593631	2025
34830239	2021
34146962	2021
36873015	2023
39959298	2025
34152744	2021
39777471	2025
40395558	2025
40213453	2024
34842505	2022
34468866	2021
34612656	2021
39806149	2025
36413919	2022
36340146	2022
32027480	2020
40733310	2025
37345527	2023
36748888	2024
39583660	2024
33678153	2021
PPR913101	2024
39619516	2024
35630681	2022
36986605	2023
36506183	2022
41049782	2025
37153921	2023
38639197	2024
37252099	2023
40627015	2025
32410989	2020
40244277	2025
36643541	2023
32151687	2020
34052761	2021
27717855	2016
39183911	2024
40240434	2025
31712916	2019
40720654	2025
40365048	2025
34508722	2021
38980285	2024
38228910	2024
35323015	2022
38559763	2024
35614307	2022
40313978	2025
40232005	2025
39973763	2025
40985281	2025
33040396	2020
33554397	2021
33915041	2021
39456793	2024
37513191	2023
38891780	2024
33829554	2021
34067030	2021
39103340	2024
33703900	2021
39013805	2024
37270606	2023
40588511	2025
37746915	2023
36615258	2022
38980371	2024
37759363	2023
41294725	2025
38817739	2024
35327600	2022
41224739	2025
36358301	2022
40726779	2025
39554431	2024
31922753	2020
38886167	2024
39145435	2024
36900563	2023
40856436	2025
41373830	2025
39959045	2025
33514973	2021
39009586	2024
41064319	2025
39201558	2024
40637225	2025
32443670	2020
41377136	2025
30368133	2018
40017753	2025
38487241	2024
35074427	2022
41244382	2025
31543004	2020
35309456	2022
35884966	2022
34572590	2021
37431037	2022
35814926	2022
32589033	2020
41123267	2025
38605029	2024
41311888	2026
34502332	2021
40420825	2025
35628500	2022
35280745	2022
33068900	2021
35107278	2022
PMC12388515	2025
31298858	2019
36779970	2023
39541177	2024
35004641	2021
34361559	2021
34770974	2021
30007635	2018
35023832	2022
40089506	2025
33738071	2021
36678039	2023
39008798	2024
40518584	2025
35451227	2022
39568916	2024
30170174	2019
35079639	2022
37513405	2023
38877980	2024
34948007	2021
39739671	2025
36982599	2023
36500497	2022
30878845	2019
40232011	2025
39093838	2024
40676153	2025
32400076	2020
36009009	2022
40368961	2025
35435705	2022
37882436	2023
37949229	2023
33505489	2021
37189392	2023
41333281	2025
34641399	2021
35322395	2022
37996405	2023
37808182	2023
38230667	2024
38534683	2024
36453647	2022
38226204	2024
32558864	2020
39309075	2024
38882708	2024
34056193	2021
35794132	2022
40735389	2025
40362369	2025
PPR667910	2023
38507972	2024
36347951	2022
37360689	2023
33959363	2021
37798395	2023
31351308	2019
32253831	2020
35142499	2022
38873069	2024
40493522	2025
36012157	2022
37660906	2023
31954794	2020
28690169	2017
31948101	2020
39513392	2024
36141023	2022
32433489	2020
39100473	2024
33204390	2020
35565719	2022
33616279	2021
34948345	2021
34152657	2021
40895156	2025
35064352	2022
37583825	2023
37202415	2023
36968448	2023
31533274	2019
32376444	2020
IND606796511	2020
30364164	2018
35731701	2022
37920233	2023
PMC12389248	2025
37941151	2023
36309294	2023
31427003	2019
36724382	2023
38446051	2024
IND606297494	2019
32201851	2020
41036460	2025
28263598	2017
40473215	2025
38607248	2024
36795622	2023
29673520	2018
41303672	2025
40328725	2025
35563138	2022
38790132	2024
IND606336507	2019
29908138	2018
34956492	2021
38980078	2024
34373755	2021
40028457	2025
40626207	2023
36009035	2022
39012824	2024
36324497	2022
38397107	2024
34681645	2021
36009841	2022
34262338	2021
37841166	2023
33133289	2020
34123109	2020
38822025	2024
36791199	2023
38349033	2024
41280381	2025
35721975	2022
39186476	2024
37513185	2023
37959132	2023
34349966	2021
35655868	2022
37491529	2023
34253804	2021
35856676	2022
41200099	2025
36409921	2022
40735812	2025
37289138	2023
38786177	2024
32724104	2020
35286747	2022
30912486	2018
37610128	2023
35327625	2022
31429277	2019
35495635	2022
36121491	2022
36220405	2022
35480822	2021
35474264	2022
39184288	2024
39246381	2024
39406745	2024
37867681	2023
30898045	2020
38346011	2024
37500797	2023
39650619	2025
36638839	2023
40448502	2025
34925622	2021
29407954	2018
31445175	2020
32967212	2020
36133854	2020
39446389	2024
30860521	2019
37761171	2023
34361086	2021
38820163	2024
36175369	2023
33448105	2021
40593617	2025
33134711	2020
38733345	2024
38933991	2024
35238177	2022
29852073	2018
28090612	2017
35694511	2022
38527204	2024
32124607	2020
35268608	2022
PPR434740	2021
39424933	2024
40714759	2025
30484077	2019
35693552	2022
35047889	2020
36092555	2022
36338806	2022
36406544	2022
27567993	2016
30394179	2019
34685360	2021
36762904	2023
38177679	2024
39273333	2024
39246747	2024
34835710	2021
28870752	2018
38358255	2024
33868188	2021
40504517	2025
33245994	2021
36143474	2022
40191301	2025
30811203	2019
38374171	2024
36608260	2023
28460975	2016
39134523	2024
35535953	2022
40563163	2025
39356656	2024
35446849	2022
32998442	2020
40312837	2025
35665969	2022
40481390	2025
33968903	2021
33659550	2020
31891593	2019
36134887	2022
32696372	2020
40841960	2025
29513159	2019
36988562	2023
38707315	2024
35807292	2022
39337278	2024
36901918	2023
35503211	2022
37143824	2023
29975948	2018
32905393	2020
32266333	2020
39327912	2024
30384997	2018
35310504	2022
34050239	2021
36496072	2023
34166457	2021
36249403	2022
IND605574110	2016
38957136	2024
31502419	2019
31366171	2019
30261641	2018
26794349	2016
30412380	2018
37179650	2023
37315694	2023
28441541	2017
33640453	2021
29926719	2018
26342646	2016
33778302	2021
26552820	2016
33520941	2020
38474550	2024
40666039	2025
29342978	2018
30384756	2018
28380300	2017
38375901	2024
33595296	2021
37788980	2023
33725413	2021
31947859	2020
31656925	2019
33583181	2021
35233052	2022
31991555	2020
36853940	2023
37240267	2023
39936089	2025
32850115	2020
PPR151332	2020
38660611	2024
26794023	2016
33531475	2021
27744056	2017
34366717	2021
38281682	2024
37399373	2023
35745980	2022
38252962	2024
29114572	2017
30095921	2019
25522280	2015
34829762	2021
35090199	2022
36322414	2022
30056708	2018
37096195	2023
31728006	2019
34742404	2022
39835670	2025
33629943	2021
34298018	2021
26608224	2015
32501718	2020
32574558	2020
34414164	2021
39813330	2025
29933693	2018
26802251	2016
31882871	2019
30228070	2018
34683919	2021
38179545	2024
35685783	2022
31055760	2019
39746981	2025
31816894	2019
28116375	2017
37006760	2023
34211721	2021
39009378	2024
35373146	2022
32526899	2020
34203496	2021
35327566	2022
34163603	2020
39091937	2024
33050145	2020
38507691	2024
37947391	2023
32435373	2020
33713599	2021
28502894	2017
28618113	2017
31803142	2019
29620867	2018
30721249	2019
36358146	2022
29877629	2018
28847605	2018
32708696	2020
28464730	2018
31953329	2020
29857520	2018
28389333	2017
25816984	2015
29268015	2018
38600130	2024
36297986	2022
33256144	2020
34235492	2021
40515565	2025
30693171	2019
30023594	2017
36575800	2023
28345107	2017
32043821	2020
32508094	2020
36529287	2023
27423194	2016
28130905	2017
28771344	2017
34298132	2021
PMC12380071	2025
35921001	2022
36314419	2023
33673017	2021
34944446	2021
36591199	2022
26477875	2016
35347133	2022
30960066	2019
34060851	2021
31555042	2019
40344637	2025
32185162	2020
36769193	2023
32154391	2020
38618249	2024
34948068	2021
30531945	2018
40650762	2025
33995310	2021
34729412	2021
40384877	2025
38128482	2023
35269936	2022
31109990	2019
32520574	2020
33945229	2021
27681500	2016
31281949	2019
26854955	2016
31163649	2019
33921495	2021
29922482	2018
37904770	2021
32587267	2020
31762096	2020
35014867	2022
37223749	2023
33397107	2021
28624351	2017
37820376	2023
28112300	2017
37449027	2023
37516933	2023
36005525	2022
35562892	2022
30306404	2018
36040263	2022
39661666	2024
35745206	2022
35727840	2022
28614751	2017
33659544	2020
31943402	2020
41452939	2025
35455421	2022
36835362	2023
31663056	2019
31443488	2019
35458385	2022
35185832	2021
39850509	2024
39700339	2025
28276274	2018
29077030	2017
36315402	2022
36855576	2022
30946397	2019
32429317	2020
31906409	2020
31365234	2019
29456792	2018
35814930	2022
24623396	2014
32679647	2020
38559723	2024
31277353	2019
32636304	2020
33314922	2021
32477312	2020
39234852	2024
33015393	2020
33131000	2020
28558964	2017
28118016	2017
28375612	2017
30871031	2019
33013149	2019
26142245	2015
37948471	2023
26210583	2015
33193240	2020
39388275	2024
37039649	2023
37736627	2023
36504745	2022
36505027	2022
PMC10671244	2023
30965821	2017
32929349	2020
31349712	2019
26001280	2015
27094449	2016
32905276	2020
32046075	2020
31802112	2019
39587067	2024
30314482	2018
35675480	2022
35187312	2022
36615592	2023
39568933	2024
32353945	2020
27353011	2017
36180485	2022
33923909	2021
36257405	2022
26074630	2015
40005213	2025
28862668	2017
32722584	2020
33867799	2020
32799410	2021
35515882	2022
30478171	2019
39788953	2025
36430492	2022
32867146	2020
37816714	2023
19582227	2009
32733400	2020
31545044	2019
26297827	2015
39436658	2024
35629349	2022
30943193	2019
39339470	2024
25325962	2015
31372315	2019
39254158	2024
25311659	2015
32151725	2020
27542458	2017
30681857	2019
27614702	2016
29228779	2018
35976880	2022
37350814	2023
34058051	2021
31481705	2019
24652629	2014
27794621	2016
33548225	2021
31619552	2019
34323495	2021
24016043	2013
28620169	2017
31435444	2019
39113903	2024
33255674	2020
29892507	2018
33139812	2020
37721995	2023
PPR934242	2024
29220372	2017
33054833	2020
38033730	2023
35164566	2021
34799678	2021
35201658	2022
26600070	2015
31972156	2020
30854221	2019
23841823	2013
36445153	2022
27497639	2016
37772108	2023
35017488	2022
33488828	2021
28362093	2017
38696337	2024
37736644	2023
39355333	2024
23904329	2013
35977663	2022
34780538	2021
34319696	2021
39922899	2025
28300189	2017
36472898	2022
40108452	2025
33334883	2021
30658055	2019
26872053	2016
37957287	2023
34726163	2021
34716632	2022
30678122	2019
31588734	2019
36364261	2022
35028562	2021
36335111	2022
33922228	2021
19582223	2009
40379873	2025
30970637	2019
34778653	2021
39996969	2025
34664307	2022
35481036	2021
35514501	2019
36306436	2022
36296447	2022
40687805	2025
28727856	2017
28160313	2017
30966019	2017
35216300	2022
29552646	2017
40324079	2025
26899418	2016
31923382	2020
35743905	2022
37389250	2023
26812116	2016
40145890	2025
29298351	2018
34824301	2021
36987873	2023
29675184	2018
27438678	2016
37837940	2023
30544943	2018
34069827	2021
31975999	2019
31459043	2018
35393415	2022
26488446	2015
31303905	2019
33716552	2021
27608003	2016
26245717	2015
37636929	2023
33937327	2021
39993834	2025
32719004	2020
35895999	2022
25959568	2015
34040721	2019
34447941	2021
32248683	2020
36140941	2022
32841567	2020
35892342	2022
38339217	2024
30183265	2018
32661075	2020
28102286	2017
30212471	2018
31991290	2020
31562564	2020
23871066	2013
29133527	2018
33448791	2021
36002443	2022
36866263	2023
39000229	2024
38018500	2023
26456046	2016
31457827	2017
33744314	2021
27897272	2016
31459792	2019
35655557	2022
31646253	2019
39669175	2025
25913293	2015
28786767	2017
36069714	2022
35456594	2022
30609994	2019
28975383	2018
28059445	2017
31191887	2019
32422877	2020
25927902	2015
22306472	2012
33840982	2021
33816905	2020
33430090	2021
31662475	2019
39898547	2025
29503769	2018
30718376	2019
35102616	2022
31321326	2019
33051202	2020
28972167	2017
31601738	2019
35739192	2022
31324836	2019
25373409	2015
24846443	2014
31660087	2019
35868012	2022
31072245	2019
33288758	2020
23792704	2013
33984234	2021
29565576	2018
33806467	2021
33855718	2021
30744004	2019
32139799	2020
36741518	2023
33917246	2021
31358613	2019
33824212	2021
37453059	2023
33792309	2021
34641613	2021
25858879	2015
39627324	2024
25141914	2014
29201357	2017
36330076	2022
26821017	2016
33742055	2021
30084398	2018
33097546	2020
29634775	2018
25922234	2015
34235477	2020
30731240	2019
33777416	2021
34824995	2021
25110897	2014
29334217	2018
38352678	2024
35359617	2019
38345747	2024
29890118	2018
36686674	2022
26030092	2015
30911678	2019
29923040	2018
36130267	2022
PPR205934	2020
37337436	2023
36266335	2022
25705984	2015
39543176	2024
25448717	2014
32983268	2020
30753183	2019
31335890	2019
35974751	2022
35229716	2022
29469144	2018
36271018	2022
39143121	2024
33802084	2021
35539684	2018
30323066	2018
37242550	2023
31995709	2020
30315217	2018
22033106	2011
25541747	2015
36139014	2022
32796911	2020
32286829	2020
25550724	2014
31497471	2019
34326250	2021
PMC12388205	2025
23798790	2012
40595706	2025
31459030	2018
PPR266514	2021
31528942	2019
33681810	2020
34885979	2021
28358124	2017
40466908	2025
30177872	2018
32929339	2020
37110681	2023
31460450	2019
36555599	2022
37460620	2023
32859024	2020
37527042	2023
33402676	2021
33919170	2021
37394001	2023
27402847	2016
PMC12391419	2025
25423477	2014
36979476	2023
29090277	2017
33406227	2021
32232414	2020
36555153	2022
32751141	2020
36370848	2022
35164268	2022
21845101	2011
29449376	2018
32187371	2020
25256478	2014
37047038	2023
34850113	2021
38510974	2024
25585967	2015
32019134	2020
31581050	2019
28974575	2017
37445788	2023
37002212	2023
23535583	2013
37761154	2023
34260233	2021
36514353	2022
38098612	2022
26962873	2016
26396194	2015
32510933	2020
24140007	2014
30478403	2018
34414355	2018
20725755	2010
36086898	2023
31358826	2019
36117290	2022
35604033	2022
36144648	2022
22842046	2012
29283194	2018
34988297	2022
39771523	2024
25353308	2015
36480745	2022
35254827	2022
27874231	2017
28813004	2017
22655030	2012
PPR428764	2021
33333976	2020
30420764	2018
33669465	2021
31611852	2019
22676044	2012
30963760	2019
28754988	2017
23519527	2013
23772395	2013
20973022	2010
32750125	2021
28685898	2017
35566226	2022
34651355	2021
26616259	2016
24992597	2014
33897974	2021
28274247	2017
40835742	2025
33317068	2020
33784402	2021
35459935	2022
559091	2011
33327371	2020
36607895	2023
32391006	2020
32743218	2020
32748907	2020
34149296	2021
32207970	2020
36274790	2022
24302742	2014
23728779	2013
25670998	2015
23280448	2013
31642493	2019
29619182	2017
37107190	2023
33199204	2021
37712018	2023
22029261	2011
23467080	2013
27887623	2016
33144560	2020
32230853	2020
29670065	2018
35378128	2022
30746110	2019
32970113	2020
25194416	2014
32776134	2020
33467625	2021
30054521	2018
34377391	2021
32133417	2020
28278223	2017
35769329	2022
31661278	2019
31867492	2019
23577599	2013
36530532	2022
35415373	2022
30814734	2019
29318099	2018
25338508	2014
23506559	2013
32755567	2020
31459298	2018
30672125	2019
40347515	2025
38201237	2023
30224752	2018
31370315	2019
28835636	2017
38476284	2024
23755822	2013
34123483	2020
29382172	2018
35539298	2018
30026702	2018
37720100	2023
PPR813250	2024
35407332	2022
27124620	2016
31244944	2019
26645482	2016
31309207	2019
39092123	2024
36416262	2022
35227289	2022
32245108	2020
26390127	2015
39360622	2024
29298900	2018
39817906	2025
35564032	2022
PPR201581	2020
22475172	2012
36777612	2023
32298508	2020
26437402	2015
30834319	2019
40437610	2025
23744511	2013
23994287	2014
34326456	2021
28592490	2017
29558110	2018
31731484	2019
36675044	2023
36950761	2023
22807120	2012
25777967	2015
35254095	2022
35087258	2022
24637728	2014
32605297	2020
24281844	2014
39582278	2025
32695933	2020
38665669	2024
26162682	2015
24771713	2014
29985410	2018
28935764	2017
26670009	2015
26025072	2015
36432720	2022
26978267	2016
33335217	2020
36114230	2022
25921828	2015
22642495	2012
21964501	2012
36261000	2022
34380736	2021
22490336	2012
29723982	2018
35981056	2022
31680778	2019
23442960	2013
31374940	2019
27796417	2017
22038802	2011
27442012	2016
25957408	2015
33458611	2021
34575413	2021
31912160	2020
34422817	2021
29772824	2018
31683947	2019
37671393	2023
28398500	2017
28450045	2017
35126989	2022
28001042	2017
32626857	2020
31836667	2020
28386587	2017
31048377	2019
21807631	2011
19530651	2009
PMC11101487	2024
26997208	2016
25053418	2014
28232747	2017
36982244	2023
28644006	2017
34976355	2021
31979376	2020
23159005	2013
37909050	2023
34809457	2021
29437628	2018
32197300	2020
31678591	2020
30108839	2017
34255029	2021
24893715	2014
547882	2011
30023840	2018
31801825	2020
24359756	2013
32921904	2019
24821300	2014
31141217	2019
30814507	2019
29273709	2017
29938030	2018
28145454	2017
36400835	2022
34163679	2021
29632820	2018
17920027	2008
34468051	2021
24788663	2014
29513991	2018
28128940	2017
29618510	2018
37241779	2023
36222310	2022
24390461	2014
30103926	2018
36001965	2022
25075858	2014
26493546	2015
24371720	2013
32579945	2020
28591844	2017
38828773	2024
22120738	2011
34500770	2021
30950171	2019
39321303	2024
23239876	2013
27738107	2016
23350874	2013
21761844	2011
24218290	2014
25274629	2014
21999929	2011
31807700	2019
37921493	2023
25084329	2014
29540481	2018
29861895	2015
35425434	2022
PPR261313	2021
31488907	2019
37289499	2023
32369344	2020
38711119	2024
25875357	2015
26546516	2015
22766014	2012
31822559	2020
25831964	2015
31266820	2019
34504006	2021
24952944	2014
21511000	2011
22015398	2012
39548104	2024
39381133	2024
32305436	2020
29218632	2018
29541360	2018
30588791	2019
33037548	2021
24831962	2014
27458657	2016
37271339	2023
29888227	2018
25674394	2013
39231922	2024
34094355	2020
34738012	2021
29694679	2018
30394624	2019
32751671	2020
35769933	2022
34101805	2021
36194567	2022
32661079	2020
28811554	2017
21153312	2011
32775897	2020
21963467	2011
33006893	2020
22936799	2012
20399079	2010
27128682	2016
31413267	2019
32349480	2020
32636271	2020
32989298	2020
32825311	2020
30809298	2019
21360412	2011
21244098	2011
25970557	2015
23469156	2013
34389843	2021
28781232	2017
27870861	2016
21405077	2011
21157513	2010
23926106	2013
30514767	2018
27752134	2016
31186316	2019
28593140	2017
29048353	2017
23951159	2013
30401805	2018
PPR506063	2022
18228446	2004
23104813	2013
30858174	2019
26370075	2015
28182405	2017
21620859	2011
41261216	2026
18627619	2008
36396937	2022
20705582	2010
24520380	2014
18588888	2008
27633501	2016
30808708	2019
36755713	2023
27762346	2016
21964396	2012
20943306	2010
31737833	2019
28217261	2017
34112772	2021
28361875	2017
33936318	2021
30652474	2019
32218192	2020
26505788	2015
24970196	2013
32510934	2020
30356365	2018
34990071	2022
32268602	2020
28031456	2017
37092319	2023
27432752	2016
33057503	2020
33636169	2021
22053821	2012
35615020	2022
18220363	2008
20666526	2010
26627827	2016
22392968	2012
19439402	2009
26892637	2016
31603667	2019
16522360	2006
32258893	2020
40133642	2025
29691664	2018
21254439	2011
21273024	2011
17892308	2007
32184322	2020
20218569	2010
34966779	2021
22035059	2011
24838611	2014
32589355	2021
30022094	2018
20923645	2010
30068923	2018
29452637	2018
34163788	2020
28748111	2017
34246654	2021
23209484	2012
26598654	2015
30194229	2018
28195371	2017
25477511	2015
38625937	2024
33906641	2021
26633348	2015
25383113	2014
35253390	2022
25970849	2015
26635113	2015
27055097	2016
29096045	2018
28294185	2017
20307626	2010
29806006	2018
40489661	2025
29953213	2018
30079212	2018
28842631	2017
26984748	2016
31438605	2019
33488826	2021
31265285	2019
28026167	2017
38329114	2024
19915317	2009
27001464	2016
18359289	2008
25288638	2014
31342001	2019
22913742	2012
20804173	2010
25224745	2014
28430432	2017
24019239	2013
34443404	2021
31457945	2018
29744232	2018
26917722	2016
32836316	2020
25618148	2015
26362239	2015
23840930	2013
31782893	2020
38650207	2021
37242249	2023
15939991	2005
24338687	2014
21697086	2011
29146598	2018
27827410	2016
25477226	2015
32170319	2020
36223525	2022
19421980	2009
26400082	2015
24730652	2014
22022488	2011
36505784	2022
32635537	2020
34632780	2021
24115156	2013
29855525	2018
20665473	2011
27539847	2016
33233356	2020
38997284	2024
25084534	2014
37108613	2023
25839233	2015
27609514	2016
29079481	2017
30087915	2018
18027923	2008
20143369	2010
29075633	2017
15767250	2005
30783504	2019
23620735	2013
30110338	2018
20655848	2010
29602904	2018
33920991	2021
30737440	2019
26903980	2016
28648046	2017
21067191	2010
27332119	2016
25492858	2015
23661323	2013
22684054	2012
24451248	2014
25675958	2015
29372182	2018
37863263	2023
30648148	2018
31223222	2018
21290534	2011
35911460	2022
24498434	2014
29186539	2018
28250025	2017
18947254	2008
16686525	2006
29262655	2017
19378190	2009
22976176	2012
26203186	2015
36465086	2022
30344903	2018
22046291	2011
18310252	2008
19427732	2009
19189101	2009
31927483	2020
31088924	2019
24456893	2014
28493689	2017
25677305	2015
34904931	2021
28104802	2017
30602609	2019
26324190	2015
30084077	2018
14640663	2003
21998303	2011
25121592	2014
22666416	2012
33188023	2020
17113856	2006
31329947	2019
37602861	2023
25247695	2014
32717920	2020
19808667	2009
28066356	2016
30320553	2018
16290081	2005
23747362	2014
28784659	2017
32737471	2020
29270990	2018
39415690	2024
23185644	2012
39926227	2025
29512300	2018
27291650	2016
37858538	2023
28813018	2017
24832102	2014
31822735	2019
21973308	2011
18488985	2008
30229798	2018
40207634	2025
15705575	2005
22773848	2012
34084367	2019
29339556	2018
36351288	2022
33450019	2021
14515165	2003
32082172	2019
27983819	2017
37261897	2023
17318528	2007
33670077	2021
25855788	2015
17673326	2007
24863561	2014
29088805	2017
28287509	2017
18806257	2008
27195826	2016
37322239	2023
27627661	2016
32975874	2020
24947426	2014
24270856	2014
PPR156135	2020
34608321	2021
25956852	2015
22058128	2012
17618628	2007
35166828	2022
18397325	2008
21097616	2011
27599357	2017
35120558	2022
23018617	2012
22634844	2012
32006251	2020
18834656	2008
25123642	2014
28127814	2017
37638032	2023
35542170	2018
12848524	2003
25787838	2015
30970728	2017
21813652	2011
38933406	2022
24737322	2014
21796249	2011
18938130	2008
16771345	2006
32913218	2020
36768936	2023
39434968	2024
32742297	2020
25512488	2014
35008553	2021
24083377	2013
37337575	2023
18806260	2008
38261767	2024
34819223	2021
23234607	2013
28055190	2017
33158861	2020
34929193	2022
31990523	2020
18299972	2008
16243776	2005
15449730	2004
32065231	2020
30111239	2018
28521053	2017
26543437	2015
23906386	2013
29805180	2018
28955841	2016
29311602	2018
32651231	2020
17371440	2007
31457209	2017
17729273	2008
29638214	2018
PMC7149140	2006
17388496	2007
32328498	2020
15929788	2005
35011348	2021
27989130	2017
PMC10680341	2023
31367507	2019
32021177	2020
36916835	2023
18621915	2008
35889725	2022
24617591	2014
27284046	2016
23786449	2013
21193406	2011
22262846	2012
17784743	2007
28019676	2017
34181945	2021
40060197	2025
25423293	2014
14695267	2004
24289409	2013
22605337	2012
22811067	2012
21526769	2011
21690357	2011
22784828	2012
17847705	2007
31134302	2019
28096518	2017
33367116	2021
35577776	2022
28631009	2017
26762975	2016
21631959	2011
32199982	2020
28139700	2017
24970887	2014
24594357	2014
33546457	2021
25752492	2015
34163919	2020
27028639	2016
17571857	2007
30770405	2019
40197389	2025
22842457	2012
30090571	2018
18279654	2008
38437627	2024
25568210	2015
21565704	2011
27226597	2016
31731731	2019
18332135	2008
34613769	2021
22447935	2012
23894663	2013
28509993	2009
31079026	2019
36797229	2023
32963242	2020
19504531	2009
23385462	2013
31262091	2019
29675239	2018
37604815	2023
25267673	2014
32709983	2020
16920828	2006
18695243	2008
20949223	2010
20939532	2010
22394513	2012
34269483	2021
29056462	2017
22887965	2012
27503647	2016
38033728	2023
24114183	2014
35007061	2022
22916242	2012
27294543	2016
26635775	2015
24108659	2013
35198076	2022
26582818	2015
23127491	2012
19719244	2009
23063789	2012
24424575	2014
17176096	2006
18227432	2008
37015934	2023
20111687	2009
20166740	2010
33436600	2021
16246484	2006
25918389	2015
34155202	2021
16316204	2005
34257893	2021
20038580	2010
38546708	2024
29507234	2018
