PublicationID	PublicationYear
33488219	2020
40096308	2025
36617673	2023
23598032	2013
27154684	2016
29085987	2018
22624952	2012
29094731	2017
34034105	2021
34774603	2021
22102514	2011
35494749	2021
38004466	2023
37621430	2023
30931300	2019
23136717	2012
33260648	2020
38986034	2024
27166804	2016
23404796	2013
40430706	2025
23097126	2012
28301728	2017
21316688	2011
21676661	2011
23177563	2012
24708346	2014
35041501	2022
21780285	2011
20965079	2010
25579462	2015
PPR241530	2020
PPR340259	2021
30320522	2018
29728878	2018
PMC12388205	2025
25059186	2014
19775166	2009
34281189	2021
34575982	2021
35407332	2022
31855104	2020
23177153	2012
32797755	2020
35519105	2020
22033106	2011
35541978	2018
35392897	2022
35423405	2021
18826064	2008
26230943	2015
20135704	2010
30901973	2019
26160179	2015
24215427	2013
31591283	2019
25781478	2015
33291486	2020
40644622	2025
22852806	2012
25130088	2014
35807372	2022
33668290	2021
22828882	2011
19362215	2009
31450631	2019
36772161	2023
37608223	2023
18065101	2007
36675044	2023
22445860	2012
18807018	2009
18257319	2007
22750172	2012
22702719	2012
34064769	2021
26046323	2015
32872204	2020
40018979	2025
25550750	2014
27055261	2016
19517446	2009
21218124	2011
39430952	2024
18959245	2008
25101056	2014
16965780	2006
18185920	2008
35323736	2022
28703779	2017
18585152	2008
32252223	2020
21809880	2011
18392588	2008
33233356	2020
30550583	2018
20491575	2010
19802330	2008
17950064	2007
35889725	2022
15920771	2005
29298038	2018
15828775	2005
36153364	2022
24166826	2014
17310331	2007
17498727	2007
36199327	2022
22615909	2012
18393342	2008
18232512	2007
32364738	2020
33488156	2020
16837753	2006
29403708	2011
34287996	2022
30960066	2019
23926946	2013
24482794	2014
33924735	2021
16807938	2006
37685134	2023
19053312	2008
16716339	2006
16364700	2006
16421941	2006
16041707	2005
36139158	2022
18970457	2006
18968933	2003
25516957	2015
20729276	2010
28077656	2017
23859073	2013
23706809	2013
12689824	2003
27715478	2016
15949785	2005
15732940	2005
16217830	2005
15571349	2004
15378886	2004
29321505	2018
14971503	2004
11920868	2002
16126357	2005
17294693	2006
24839583	2014
32353945	2020
15543991	2004
35248557	2022
15935325	2005
15163860	2004
15163857	2004
17961952	2007
12431087	2002
22750303	2012
17465424	2007
28217299	2014
25429435	2015
548565	2003
27231706	2016
31976678	2020
12761792	2003
34415162	2022
13129314	2003
17385667	2007
11920881	2002
11519955	2001
21845101	2011
26484387	2015
36982195	2023
12627441	2003
12641240	2003
36143474	2022
15051543	2004
27155361	2016
16376902	2006
16830729	2006
36720498	2023
17167530	2006
12658702	2003
36530770	2023
16545389	2006
11504054	2001
18007410	2004
11271479	2000
24582833	2014
16848680	2006
21058031	2011
12023803	2002
20502814	2010
331329	1999
11939562	2002
PMC7148936	2012
31261765	2019
11876437	2001
34301293	2021
36424623	2022
10790302	2000
17315151	2007
19691050	2009
11509371	2001
39473774	2024
11920880	2002
31815666	2019
15714573	2005
32365872	2020
11587342	2001
15777264	2005
29068381	2017
29083159	2017
11128217	2000
20161587	2009
19035631	2008
11465494	2001
15941392	2005
PPR250050	2020
34924565	2021
10608705	1999
27757942	2016
11451446	2001
29670072	2018
26056259	2015
10784138	2000
25009536	2014
10596820	1999
22664469	2012
36115835	2022
35548017	2018
10361504	1999
10486755	1999
20108261	2010
10343401	1999
30734608	2019
34704042	2021
25387076	2014
31869502	2020
35408627	2022
31375853	2019
24069412	2013
28008969	2016
33003431	2020
28764969	2017
33510857	2021
28474739	2017
9657880	1998
9830159	1998
27768285	2016
25414347	2014
10532333	1999
38229609	2022
39415690	2024
29398776	2017
36987873	2023
7894675	1994
29509709	2018
9342658	1997
29342106	2018
26635393	2016
25299339	2014
9435121	1997
26440796	2015
17253778	2007
31244941	2019
30004690	2018
32309278	2020
18980867	2008
26313909	2015
9711233	1998
20665910	2010
24167271	2013
33844535	2021
31929671	2015
25493908	2014
12668453	2003
27865995	2017
18428984	2009
7978295	1994
18646279	2008
25379088	2014
7981823	1994
8080114	1994
12160464	2002
8491834	1993
32659966	2020
31631011	2019
11258893	2001
30216975	2018
16315182	2006
8421278	1993
27560688	2016
35890285	2022
26061121	2015
21954338	2011
20111693	2009
31733056	2019
31235991	2019
33484499	2021
22359573	2012
32006251	2020
23707622	2013
25093707	2014
29088096	2017
22291571	2009
15196054	2004
21237304	2011
9611254	1998
26100901	2015
19549864	2009
35542411	2018
33806173	2021
35600144	2020
31249407	2019
23150810	2012
22722996	2012
31366048	2019
27289464	2016
36434066	2022
23880771	2013
19564957	2009
29293309	2018
20660786	2010
18554995	2008
23473495	2013
19291708	2010
32245108	2020
27652575	2016
24390461	2014
16243972	2005
23507745	2011
27651356	2016
24893270	2014
36679772	2023
10866962	2000
23231259	2012
PMC3715807	2007
18997008	2008
24005034	2013
34361740	2021
27834863	2016
22328899	2011
17627609	2007
33670077	2021
12121903	2002
29370102	2018
21113330	2011
41327309	2025
12626682	2003
30871182	2019
27200340	2016
34493042	2022
30406372	2018
34095881	2021
15653734	2005
26384511	2015
23316863	2013
36768936	2023
11023913	2000
16085765	2005
22111995	2011
19071655	2007
29923463	2018
18207148	2008
22088143	2012
27566147	2016
18199665	2008
20502608	2010
33854894	2021
8980756	1997
23566382	2013
23755147	2013
18339626	2008
19693378	2007
29499139	2018
27873829	2008
21321054	2011
38478064	2024
18996899	2008
20614087	2010
15863482	2005
19759214	2009
17723328	2006
10572180	1999
26690216	2015
19483088	2009
14715884	2003
23982190	2013
19404424	2007
30430435	2019
23808632	2013
8265652	1993
7517036	1994
31566831	2019
33976718	2021
24249043	2014
23132414	2013
PMC10643713	2023
PMC11245638	2024
34705296	2021
19939208	2010
32319757	2020
24296575	2013
PMC7161867	2005
7549468	1995
11547801	2001
PMC6460989	2016
17369374	2007
7876320	1994
